MOTS_ID  |MOTS_LUXEMBURGISCH  |MOTS_LUXEMBURGISCH_WSC  |MOTS_FRENCH  |MOTS_FRENCH_WSC  |MOTS_GERMAN  |MOTS_GERMAN_WSC  |MOTS_ENGLISH  |MOTS_ENGLISH_WSC  |MOTS_SPAIN  |MOTS_SPAIN_WSC  |MOTS_ITALIAN  |MOTS_ITALIAN_WSC  |MOTS_PORTUGUESE  |MOTS_PORTUGUESE_WSC  |INFINITIF_INDEX1  |INFINITIF_INDEX2  
3672|Kaffisläffelchen, Kaffisläffelcher|kaffislaffelchen, kaffislaffelcher|petite cuillère|petite cuillere|Kaffeelöffel|kaffeeloffel|teaspoon|teaspoon|cucharilla|cucharilla|cucchiaine|cucchiaine|colher de café|colher de cafe|null|null
3673|Kaffismillen, Kaffismillen|kaffismillen, kaffismillen|moulin à café|moulin a cafe|Kaffeemühle|kaffeemuhle|coffee­mill, grinder|coffee­mill, grinder|molinillo de café|molinillo de cafe|macinino da caffè|macinino da caffe|moinho de café|moinho de cafe|null|null
3925|kléngen=bimmelen, et kléngt|klengen=bimmelen, et klengt|résonner, tinter|resonner, tinter|klingen|klingen|to sound, to resound|to sound, to resound|resonar|resonar|risuonare|risuonare|ressoar, ecoar|ressoar, ecoar|kléngen|null
3675|Käil=Kall, Käiler|kail=kall, kailer|cale|cale|Keil|keil|wedge|wedge|cuña|cuña|cuneo|cuneo|cunha|cunha|null|null
3676|Käilrimm, Käilrimmer|kailrimm, kailrimmer|courroie|courroie|Keilriemen|keilriemen|belt, strap|belt, strap|correa|correa|cinghia|cinghia|correia|correia|null|null
3677|Kakao|kakao|cacao|cacao|Kakao|kakao|cocoa|cocoa|cacao|cacao|cacao|cacao|cacau|cacau|null|null
3678|Kakuett=Afennoss, Kakuetten|kakuett=afennoss, kakuetten|cacahuète|cacahuete|Erdnuss|erdnuss|peanut|peanut|cacahuete|cacahuete|arachide|arachide|amendoim|amendoim|null|null
3679|kal|kal|froid|froid|kalt|kalt|cold|cold|frío|frio|freddo|freddo|frio|frio|null|null
3680|kal ginn=killen, e gëtt kal|kal ginn=killen, e gett kal|refroidir|refroidir|kühlen|kuhlen|to chill|to chill|enfriar, resfriar|enfriar, resfriar|rinfrescare|rinfrescare|arrefecer|arrefecer|null|null
3681|Kalbass=Kürbis, Kalbassen|kalbass=kurbis, kalbassen|citrouille, potiron|citrouille, potiron|Kürbis|kurbis|pumpkin|pumpkin|calabaza|calabaza|zucca|zucca|abóbora|abobora|null|null
3682|kalbliddeg|kalbliddeg|de sang froid|de sang froid|kaltblütig|kaltblutig|cold­blooded|cold­blooded|de sangre fria|de sangre fria|a sangue freddo|a sangue freddo|a sangue frio|a sangue frio|null|null
3683|Kalenner, Kalenneren|kalenner, kalenneren|calendrier|calendrier|Kalender|kalender|calendar|calendar|calendario|calendario|calendario|calendario|calendário|calendario|null|null
3684|kalkuléieren=berechnen, e kalkuléiert|kalkuleieren=berechnen, e kalkuleiert|calculer|calculer|berechnen|berechnen|to reckon|to reckon|calcular|calcular|calcolare|calcolare|calcular|calcular|null|null
3685|Kall=Käil, Kallen|kall=kail, kallen|cale|cale|Keil|keil|wedge|wedge|cuña|cuña|cuneo|cuneo|cunha|cunha|null|null
3686|Kallef, Kaalwer|kallef, kaalwer|veau|veau|Kalb|kalb|calf|calf|ternero|ternero|vitello|vitello|vitelo, bezerro|vitelo, bezerro|null|null
3687|Kalleffleesch|kalleffleesch|viande de veau|viande de veau|Kalbfleisch|kalbfleisch|veal|veal|ternera blanca|ternera blanca|carne di vitello|carne di vitello|carne de vitela|carne de vitela|null|null
3688|Kallefskotlett, Kallefskotletten|kallefskotlett, kallefskotletten|côte de veau|cote de veau|Kalbskotelett|kalbskotelett|veal chop|veal chop|chuleta de ternera blanca|chuleta de ternera blanca|costoletta, braciola di vitello|costoletta, braciola di vitello|costeleta de vitela|costeleta de vitela|null|null
3689|Kallek|kallek|chaux|chaux|Kalk|kalk|lime|lime|cal|cal|calce|calce|cal|cal|null|null
3690|Kalorie, Kalorien|kalorie, kalorien|calorie|calorie|Kalorie|kalorie|calorie|calorie|caloría|caloria|caloria|caloria|caloria|caloria|null|null
3691|Kalzong, Kalzongen|kalzong, kalzongen|caleçon, slip|caleçon, slip|Unterhose, Boxershorts|unterhose, boxershorts|underpants, slip, briefs|underpants, slip, briefs|calzoncillos|calzoncillos|mutande|mutande|cuecas|cuecas|null|null
3692|Kamäin=Schminni=Schaarschtech, Kamäiner|kamain=schminni=schaarschtech, kamainer|cheminée|cheminee|Kamin, Schlot|kamin, schlot|chimney|chimney|chimenea|chimenea|camino, ciminiera|camino, ciminiera|chaminé, fogão, lareira|chamine, fogão, lareira|null|null
3693|Kaméidi, mat vill Kaméidi=haart=laut|kameidi, mat vill kameidi=haart=laut|fort, bruyant|fort, bruyant|laut|laut|loud, noisy|loud, noisy|ruidoso|ruidoso|rumoroso|rumoroso|forte, barulhento|forte, barulhento|null|null
3694|Kaméidi=Gedäisch=Radau=Tapage|kameidi=gedaisch=radau=tapage|bruit, tapage, vacarme|bruit, tapage, vacarme|Lärm, Krach, Radau|larm, krach, radau|noise|noise|ruido|ruido|chiasso|chiasso|barulho, algazarra|barulho, algazarra|null|null
3695|Kaméil, Kaméiler|kameil, kameiler|chameau|chameau|Kamel|kamel|camel|camel|camello|camello|cammello|cammello|camelo|camelo|null|null
3696|Kamell=Karmell=Bonbon=Zockerboun, Kamellen|kamell=karmell=bonbon=zockerboun, kamellen|bonbon|bonbon|Bonbon|bonbon|toffee, sweet|toffee, sweet|caramelo|caramelo|caramella|caramella|rebuçado, caramelo|rebuçado, caramelo|null|null
3697|Kamera, Kameraen|kamera, kameraen|caméra|camera|Kamera|kamera|camera|camera|cámara|camara|camera, cinepresa|camera, cinepresa|câmara|camara|null|null
3934|kloen=s. bekloen=lamentéieren=meckeren, e klot|kloen=s. bekloen=lamenteieren=meckeren, e klot|se plaindre|se plaindre|klagen|klagen|to complain|to complain|quejarse|quejarse|lamentarsi|lamentarsi|queixar­se, choramingar|queixar­se, choramingar|kloen|null
3699|kammoud=bequem=confortabel|kammoud=bequem=confortabel|commode, confortable|commode, confortable|bequem|bequem|convenient, comfortable|convenient, comfortable|cómodo|comodo|comodo|comodo|cómodo, confortável|comodo, confortavel|null|null
3700|Kammouditéit=Bequemlechkeet=Confort, Kammouditéiten|kammouditeit=bequemlechkeet=confort, kammouditeiten|commodité, confort|commodite, confort|Bequemlichkeit|bequemlichkeit|comfort|comfort|confort, comodidad|confort, comodidad|comodità|comodita|conforto|conforto|null|null
3701|Kamp, Kämm|kamp, kamm|peigne|peigne|Kamm|kamm|comb|comb|peine|peine|pettine|pettine|pente|pente|null|null
3702|Kampf=Gefecht=Schluecht, Kämpf|kampf=gefecht=schluecht, kampf|combat, lutte, bataille|combat, lutte, bataille|Kampf|kampf|fight|fight|combate, pelea|combate, pelea|combattimento, lotta|combattimento, lotta|combate, luta, batalha|combate, luta, batalha|null|null
3939|kloteren=klammen, e klotert|kloteren=klammen, e klotert|grimper|grimper|klettern|klettern|to climb|to climb|escalar, trepar|escalar, trepar|scalare|scalare|trepar|trepar|kloteren|null
3704|Kämpfer, Kämpfer|kampfer, kampfer|lutteur|lutteur|Kämpfer|kampfer|fighter, wrestler|fighter, wrestler|luchador|luchador|combattente, lottatore|combattente, lottatore|lutador, combatente|lutador, combatente|null|null
3705|Kan=Bidon, Kanen|kan=bidon, kanen|bidon|bidon|Kanister|kanister|can|can|bidón|bidon|bidone|bidone|cantil|cantil|null|null
3706|Kanal=Egout=Offloss, Kanäl|kanal=egout=offloss, kanal|canal|canal|Kanal|kanal|canal|canal|canal|canal|canale|canale|canal|canal|null|null
3707|Kanalisatioun, Kanalisatiounen|kanalisatioun, kanalisatiounen|canalisation|canalisation|Leitungsnetz|leitungsnetz|pipe|pipe|canalización|canalizacion|canalizzazione|canalizzazione|canalização|canalização|null|null
3708|Kanariëvull, Kanariëvullen|kanarievull, kanarievullen|canari|canari|Kanarienvogel|kanarienvogel|canary|canary|canario|canario|canarino|canarino|canário|canario|null|null
3709|Kand kréien=accouchéieren, si kritt e Kand|kand kreien=accoucheieren, si kritt e kand|accoucher|accoucher|niederkommen, gebären|niederkommen, gebaren|to give birth|to give birth|dar a luz|dar a luz|dare alla luce, partorire|dare alla luce, partorire|dar à luz|dar a luz|null|null
3710|Kand, Kanner|kand, kanner|enfant|enfant|Kind|kind|child|child|niño|niño|bambino|bambino|criança|criança|null|null
3711|Kanddaf=Daf, Kanddafen|kanddaf=daf, kanddafen|baptême|bapteme|Kindtaufe|kindtaufe|christening|christening|bautizo|bautizo|battesimo|battesimo|baptizado|baptizado|null|null
3712|Kandidatur=Ufro=Demande, Kandidaturen|kandidatur=ufro=demande, kandidaturen|candidature|candidature|Bewerbung|bewerbung|application|application|candidatura|candidatura|candidatura|candidatura|candidatura|candidatura|null|null
3713|Kanéileblumm, Kanéileblummen|kaneileblumm, kaneileblummen|camomille|camomille|Kamille|kamille|camomile|camomile|manzanilla|manzanilla|camomilla|camomilla|camomila, macela|camomila, macela|null|null
3714|Kanéngchen, Kanéngercher|kanengchen, kanengercher|lapin|lapin|Kaninchen|kaninchen|rabbit|rabbit|conejo|conejo|coniglio|coniglio|coelho|coelho|null|null
3715|Kanéngchen, wëll/wëllt Kanéngchen, wëll Kanéngercher|kanengchen, well/wellt kanengchen, well kanengercher|lapin sauvage|lapin sauvage|Wildkaninchen|wildkaninchen|rabbit|rabbit|conejo de monte|conejo de monte|coniglio selvatico|coniglio selvatico|coelho-bravo|coelho-bravo|null|null
3716|Känguru, Känguruen|kanguru, kanguruen|kangourou|kangourou|Känguru|kanguru|kangaroo|kangaroo|canguro|canguro|canguro|canguro|canguru|canguru|null|null
3717|kannereg=naiv|kannereg=naiv|puéril, naïf, enfantin|pueril, naïf, enfantin|kindisch, naiv|kindisch, naiv|childish, naive|childish, naive|ingenuo|ingenuo|infantile|infantile|ingénuo|ingenuo|null|null
3718|Kannerkutsch, Kannerkutschen|kannerkutsch, kannerkutschen|landau|landau|Kinderwagen|kinderwagen|pram|pram|cochecito de bébé|cochecito de bebe|carrozzina|carrozzina|carrinho de bébé|carrinho de bebe|null|null
3719|Kannerzëmmer, Kannerzëmmer|kannerzemmer, kannerzemmer|chambre d’enfants|chambre d’enfants|Kinderzimmer|kinderzimmer|children’s room|children’s room|habitación de los niños|habitacion de los niños|stanza del bambino|stanza del bambino|quarto das crianças|quarto das crianças|null|null
3720|Kanoun, Kanounen|kanoun, kanounen|canon|canon|Kanone|kanone|cannon|cannon|cañón|cañon|cannone|cannone|canhão|canhão|null|null
3721|Kantin, Kantinnen|kantin, kantinnen|cantine|cantine|Kantine|kantine|canteen|canteen|cantina|cantina|mensa|mensa|cantina|cantina|null|null
3722|Kap, Kapen|kap, kapen|casquette|casquette|Kappe|kappe|cap|cap|gorro|gorro|berretto|berretto|boné, gorro|bone, gorro|null|null
3962|knätschen, e knätscht|knatschen, e knatscht|mâcher bruyamment|macher bruyamment|schmatzen|schmatzen|to chew noisily|to chew noisily|mascullar, masticar|mascullar, masticar|masticare|masticare|mastigar|mastigar|knätschen|null
3724|Kaper, Kaperen|kaper, kaperen|câpre|capre|Kaper|kaper|caper|caper|alcaparra|alcaparra|cappero|cappero|alcaparra|alcaparra|null|null
3725|Kapëttchen=Gummi=Kondom=Preservativ, Kapëttercher|kapettchen=gummi=kondom=preservativ, kapettercher|préservatif|preservatif|Kondom|kondom|condom|condom|preservativo|preservativo|preservativo|preservativo|preservativo|preservativo|null|null
3726|Kapitel, Kapitelen|kapitel, kapitelen|chapitre|chapitre|Kapitel|kapitel|chapter|chapter|capítulo|capitulo|capitolo|capitolo|capítulo|capitulo|null|null
3970|knéien(sech)=nidderknéien, e knéit sech|kneien(sech)=nidderkneien, e kneit sech|s’agenouiller|s’agenouiller|sich knien|sich knien|to kneel down|to kneel down|arrodillarse|arrodillarse|inginocchiarsi|inginocchiarsi|ajoelhar­se|ajoelhar­se|knéien (sech)|null
3728|kapott man=futtiman=abiméieren=beschiedegen, e mécht kapott|kapott man=futtiman=abimeieren=beschiedegen, e mecht kapott|abîmer, endommager, casser|abimer, endommager, casser|beschädigen|beschadigen|to damage, to spoil|to damage, to spoil|estropear, dañar|estropear, dañar|rompere, spaccare, rovinare|rompere, spaccare, rovinare|estragar|estragar|null|null
3729|kapott man(sech)=s. baschten=s. doutschaffen, e mécht sech kapott|kapott man(sech)=s. baschten=s. doutschaffen, e mecht sech kapott|se crever|se crever|sich kaputt machen|sich kaputt machen|to tire o.s.|to tire o.s.|fatigarse|fatigarse|affaticarsi, sgobbare|affaticarsi, sgobbare|fatigar­se|fatigar­se|null|null
3730|kapott=futti=vreckt=gebrach|kapott=futti=vreckt=gebrach|cassé, déchiré|casse, dechire|kaputt|kaputt|broken|broken|roto|roto|rotto|rotto|estragado, partido|estragado, partido|null|null
3731|Kapp verléieren=panikéieren=duerchdréien=nervös ginn=s. opreegen, e verléiert de Kapp|kapp verleieren=panikeieren=duerchdreien=nervos ginn=s. opreegen, e verleiert de kapp|s’affoler|s’affoler|in Panik geraten|in panik geraten|to panic|to panic|ponerse nervioso|ponerse nervioso|perdere la testa|perdere la testa|afligir­se, perder a cabeça|afligir­se, perder a cabeça|null|null
3732|Kapp weisen=motzen, e weist de Kapp|kapp weisen=motzen, e weist de kapp|bouder|bouder|schmollen|schmollen|to sulk|to sulk|enojarse|enojarse|tenere il broncio|tenere il broncio|amuar|amuar|null|null
3733|Kapp, Käpp|kapp, kapp|tête|tete|Kopf|kopf|head|head|cabeza|cabeza|testa|testa|cabeça|cabeça|null|null
3734|Kappkëssen, Kappkëssen|kappkessen, kappkessen|oreiller|oreiller|Kopfkissen|kopfkissen|pillow|pillow|almohada|almohada|guanciale|guanciale|almofada|almofada|null|null
3735|Kappspronk=Plongeon, Kappspréng|kappspronk=plongeon, kappspreng|plongeon|plongeon|Kopfsprung|kopfsprung|dive|dive|zambullida|zambullida|tuffo|tuffo|mergulho|mergulho|null|null
3736|Kappwéi|kappwei|mal de tête|mal de tete|Kopfschmerzen|kopfschmerzen|headache|headache|dolor de cabeza|dolor de cabeza|mal di testa|mal di testa|dor de cabeça|dor de cabeça|null|null
3737|Kappzich, Kappzichen|kappzich, kappzichen|taie d’oreiller|taie d’oreiller|Kopfkissenüberzug|kopfkissenuberzug|pillowcase|pillowcase|funda de almohada|funda de almohada|federa|federa|fronha de almofada|fronha de almofada|null|null
3738|Kaputz, Kaputzen|kaputz, kaputzen|capuchon|capuchon|Kapuze|kapuze|cap|cap|capuchón|capuchon|cappuccio|cappuccio|capuz|capuz|null|null
3739|Kar|kar|seigle|seigle|Roggen|roggen|rye|rye|centeno|centeno|segale|segale|centeio|centeio|null|null
3740|Kär|kar|grain|grain|Korn|korn|grain|grain|cereal|cereal|grano|grano|grão|grão|null|null
3741|Kär=Steen, Kären|kar=steen, karen|noyau, pépin|noyau, pepin|Kern|kern|pip, pit|pip, pit|hueso, pepita|hueso, pepita|nocciolo|nocciolo|caroço, grainha|caroço, grainha|null|null
3742|Karaff=Krou, Karaffen|karaff=krou, karaffen|carafe|carafe|Karaffe|karaffe|jug|jug|jarra|jarra|caraffa|caraffa|jarro, garrafa|jarro, garrafa|null|null
3743|Karat, Karat|karat, karat|carat|carat|Karat|karat|carat|carat|quilate|quilate|carato|carato|quilate|quilate|null|null
3744|Karate|karate|karaté|karate|Karate|karate|karate|karate|kárate|karate|karate|karate|karaté|karate|null|null
3745|Karblumm, Karblummen|karblumm, karblummen|bleuet|bleuet|Kornblume|kornblume|cornflower|cornflower|aciano|aciano|fiordaliso|fiordaliso|escovinha (flor), centáurea|escovinha (flor), centaurea|null|null
3746|Karee=Quadrat=Véiereck, Kareeën|karee=quadrat=veiereck, kareeen|carré|carre|Viereck|viereck|square|square|cuadrado|cuadrado|quadrato|quadrato|quadrado|quadrado|null|null
3747|karéiert|kareiert|à carreaux|a carreaux|kariert|kariert|checked|checked|con cuadraditos|con cuadraditos|a quadretti|a quadretti|aos quadrados|aos quadrados|null|null
3748|Kärel=Typ=Borscht=Mec, Kärelen|karel=typ=borscht=mec, karelen|gars|gars|Kerl, Typ|kerl, typ|fellow|fellow|mozo|mozo|tipo, individuo|tipo, individuo|tipo, fulano|tipo, fulano|null|null
3749|kärgesond|kargesond|plein de santé|plein de sante|kerngesund|kerngesund|full of health|full of health|sano|sano|in piena salute|in piena salute|cheio de saúde|cheio de saude|null|null
3750|Karies=Lach am Zant|karies=lach am zant|carie|carie|Karies|karies|tooth decay|tooth decay|caries|caries|carie|carie|cárie|carie|null|null
3751|Karmell=Kamell=Bonbon=Zockerboun, Karmellen|karmell=kamell=bonbon=zockerboun, karmellen|bonbon|bonbon|Bonbon|bonbon|toffee, sweet|toffee, sweet|caramelo|caramelo|caramella|caramella|caramelo|caramelo|null|null
3752|Karo, Karoen|karo, karoen|carreau, carré|carreau, carre|Karo|karo|square|square|quadrado|quadrado|quadrato|quadrato|quadrado|quadrado|null|null
3753|Karschnatz=Rekolt|karschnatz=rekolt|moisson|moisson|Ernte|ernte|harvest|harvest|cosecha|cosecha|raccolto|raccolto|ceifa|ceifa|null|null
3754|Kartong, Kartongen|kartong, kartongen|carton|carton|Pappe|pappe|cardboard|cardboard|cartón|carton|cartone|cartone|cartão|cartão|null|null
3755|Kartongskëscht, Kartongskëschten|kartongskescht, kartongskeschten|boîte en carton|boite en carton|Pappschachtel|pappschachtel|cardboard box|cardboard box|caja de cartón|caja de carton|scatola di cartone|scatola di cartone|caixa de cartão|caixa de cartão|null|null
3756|Kartusch=Cartouche=Patroun, Kartuschen|kartusch=cartouche=patroun, kartuschen|cartouche|cartouche|Patrone|patrone|cartridge|cartridge|cartucho|cartucho|cartuccia|cartuccia|cartucho|cartucho|null|null
3757|Karussell=Päerdercher=Raup, Karussellen|karussell=paerdercher=raup, karussellen|manège|manege|Karussell|karussell|roundabout|roundabout|tiovivo|tiovivo|giostra|giostra|carrossel|carrossel|null|null
3758|Kasär, Kasären|kasar, kasaren|caserne|caserne|Kaserne|kaserne|barracks|barracks|cuartel|cuartel|caserma|caserma|quartel|quartel|null|null
3759|Käscht, Käschten|kascht, kaschten|châtaigne|chataigne|Kastanie|kastanie|chestnut|chestnut|castaña|castaña|castagna|castagna|castanha|castanha|null|null
3760|Kascht=Iessekascht=Nahrung|kascht=iessekascht=nahrung|nourriture|nourriture|Essen, Kost|essen, kost|food|food|comida|comida|mangiare, pasto|mangiare, pasto|comida|comida|null|null
3761|Käschtebam, Käschtebeem|kaschtebam, kaschtebeem|châtaignier|chataignier|Edelkastanie|edelkastanie|spanish chestnut|spanish chestnut|castaño|castaño|castagno|castagno|castanheiro|castanheiro|null|null
3762|käschtebrong=châtain|kaschtebrong=chatain|châtain|chatain|kastanienbraun|kastanienbraun|chestnut brown|chestnut brown|castaño|castaño|castano|castano|castanho|castanho|null|null
4185|kucken, e kuckt|kucken, e kuckt|regarder|regarder|schauen|schauen|to look, to watch|to look, to watch|mirar|mirar|guardare|guardare|olhar|olhar|kucken|null
3764|Käschten=Ausgaben=Depensen|kaschten=ausgaben=depensen|dépenses|depenses|Ausgaben|ausgaben|expenses|expenses|gastos|gastos|spesi|spesi|despesas, gastos|despesas, gastos|null|null
3765|Kasseroll=Casserole, Kasserollen|kasseroll=casserole, kasserollen|casserole|casserole|Kasserolle|kasserolle|saucepan, casserole|saucepan, casserole|cacerola|cacerola|casseruola|casseruola|caçarola|caçarola|null|null
3766|Kassett=Cassette, Kassetten|kassett=cassette, kassetten|cassette|cassette|Kassette|kassette|cassette|cassette|casete|casete|cassetta|cassetta|cassete|cassete|null|null
3767|Katastroph=Desaster, Katastrophen|katastroph=desaster, katastrophen|catastrophe, désastre|catastrophe, desastre|Katastrophe, Unheil|katastrophe, unheil|catastrophe, disaster|catastrophe, disaster|catástrofe, desastre|catastrofe, desastre|catastrofe, disastro|catastrofe, disastro|catástrofe, desastre|catastrofe, desastre|null|null
3768|Kathedral, Kathedralen|kathedral, kathedralen|cathédrale|cathedrale|Kathedrale|kathedrale|cathedral|cathedral|catedral|catedral|cattedrale|cattedrale|catedral|catedral|null|null
3769|kathoulesch|kathoulesch|catholique|catholique|katholisch|katholisch|Catholic|catholic|católico|catolico|cattolico|cattolico|católico|catolico|null|null
3770|Katz (vulg.)=Erbriechen|katz (vulg.)=erbriechen|vomissement|vomissement|Erbrechen|erbrechen|vomiting|vomiting|vómito|vomito|vomito|vomito|vómito|vomito|null|null
3771|Kätzchen=Miisschen, Kätzercher|katzchen=miisschen, katzercher|chaton|chaton|Kätzchen|katzchen|kitten|kitten|gatito|gatito|gattino|gattino|gatinho|gatinho|null|null
3772|katzen=erbriechen=s. iwwerginn, e katzt (vulg.)|katzen=erbriechen=s. iwwerginn, e katzt (vulg.)|vomir|vomir|erbrechen|erbrechen|to vomit|to vomit|vomitar|vomitar|vomitare|vomitare|vomitar|vomitar|katzen|null
3773|Kauderwelsch=Zinnober, wat e Kauderwelsch|kauderwelsch=zinnober, wat e kauderwelsch|charabia|charabia|Quatsch|quatsch|gibberish|gibberish|galimatías|galimatias|chiasso|chiasso|cinabre|cinabre|null|null
3774|kaum=knapps|kaum=knapps|guère, à peine|guere, a peine|kaum|kaum|hardly, scarcely|hardly, scarcely|apenas|apenas|appena|appena|apenas, mal|apenas, mal|null|null
3775|Kautschuk=Gummi|kautschuk=gummi|caoutchouc|caoutchouc|Gummi|gummi|rubber|rubber|caucho|caucho|gomma|gomma|borracha|borracha|null|null
3776|Kauzekapp, Kauzekäpp|kauzekapp, kauzekapp|têtard|tetard|Kaulquappe|kaulquappe|tadpole|tadpole|renacuajo|renacuajo|girino|girino|girino|girino|null|null
3777|Kaviar|kaviar|caviar|caviar|Kaviar|kaviar|caviar|caviar|caviar|caviar|caviale|caviale|caviar|caviar|null|null
3778|Kaweechelchen, Kaweechelcher|kaweechelchen, kaweechelcher|écureuil|ecureuil|Eichhörnchen|eichhornchen|red squirrel|red squirrel|ardilla|ardilla|scoiattolo|scoiattolo|esquilo|esquilo|null|null
3779|Kaz, Kazen|kaz, kazen|chat|chat|Katze|katze|cat|cat|gato|gato|gatto|gatto|gato|gato|null|null
3780|Kaz, wëll Kaz, wëll Kazen|kaz, well kaz, well kazen|chat sauvage|chat sauvage|Wildkatze|wildkatze|wild cat|wild cat|gato montés|gato montes|gatto selvatico|gatto selvatico|gato-bravo|gato-bravo|null|null
3781|keck=gewot=kéng=onverschimmt=affrontéiert=frech|keck=gewot=keng=onverschimmt=affronteiert=frech|hardi, audacieux, téméraire|hardi, audacieux, temeraire|kühn, waghalsig|kuhn, waghalsig|audacious, bold, rash|audacious, bold, rash|atrevido, temerario|atrevido, temerario|temerario, audace|temerario, audace|arrojado, atrevido, temerário|arrojado, atrevido, temerario|null|null
3782|këddeleg|keddeleg|chatouilleux|chatouilleux|kitzlig|kitzlig|ticklish|ticklish|cosquilloso|cosquilloso|sensibile al solletico|sensibile al solletico|comichoso|comichoso|null|null
3979|knipsen=fotograféieren, e knipst|knipsen=fotografeieren, e knipst|photographier|photographier|fotografieren|fotografieren|to snap|to snap|fotografiar|fotografiar|fotografare|fotografare|fotografar|fotografar|knipsen|null
3784|kee méi, keng méi|kee mei, keng mei|plus personne|plus personne|keiner mehr|keiner mehr|nobody anymore|nobody anymore|nadie más|nadie mas|più niente, nessuno|più niente, nessuno|mais ninguém|mais ninguem|null|null
3785|Keefer, Keefer|keefer, keefer|acheteur|acheteur|Käufer|kaufer|buyer, purchaser|buyer, purchaser|comprador|comprador|cliente, compratore|cliente, compratore|comprador, freguês|comprador, fregues|null|null
3786|Keel, Keelen|keel, keelen|quille|quille|Kegel|kegel|skittle|skittle|boliche, bolo|boliche, bolo|birillo|birillo|boliche|boliche|null|null
3787|Keeleklatz, Keeleklatzen|keeleklatz, keeleklatzen|boule à quilles|boule a quilles|Kegelkugel|kegelkugel|skittle­ball|skittle­ball|bola de bolos (juego)|bola de bolos (juego)|boccia|boccia|bola de boliche|bola de boliche|null|null
3788|Keelt|keelt|le froid|le froid|Kälte|kalte|the cold|the cold|el frío|el frio|freddo|freddo|o frio|o frio|null|null
3789|keemools=kees=ni=nimools|keemools=kees=ni=nimools|jamais|jamais|nie|nie|never|never|nunca|nunca|mai|mai|nunca|nunca|null|null
3790|keen, keng|keen, keng|pas de, personne, aucun|pas de, personne, aucun|kein, keiner, niemand|kein, keiner, niemand|no one, nobody|no one, nobody|ningún, nadie|ningun, nadie|nessuno|nessuno|ninguém, nenhum|ninguem, nenhum|null|null
3791|kees=keemools=ni=nimools|kees=keemools=ni=nimools|jamais|jamais|nie|nie|never|never|jamás, nunca|jamas, nunca|mai|mai|nunca|nunca|null|null
3792|Keeser, Keeseren|keeser, keeseren|empereur|empereur|Kaiser|kaiser|emperor|emperor|emperador|emperador|imperatore|imperatore|imperador|imperador|null|null
3793|Keeserschnëtt=Cesarienne, Keeserschnëtter|keeserschnett=cesarienne, keeserschnetter|césarienne|cesarienne|Kaiserschnitt|kaiserschnitt|Caesarean|caesarean|cesárea|cesarea|taglio cesareo|taglio cesareo|cesariana|cesariana|null|null
3794|Keess, Keesen|keess, keesen|caisse|caisse|Kasse|kasse|cash­box, cash desk|cash­box, cash desk|caja|caja|cassa|cassa|caixa|caixa|null|null
3795|Kéidreck, Kéidrecker|keidreck, keidrecker|bouse de vache|bouse de vache|Kuhfladen|kuhfladen|cow­dung|cow­dung|boñiga|boñiga|sterco di bovini|sterco di bovini|bosta|bosta|null|null
3796|Kéier, eng Kéier=emol|keier, eng keier=emol|une fois|une fois|einmal|einmal|once|once|una vez|una vez|una volta|una volta|uma vez|uma vez|null|null
3797|Kéier, fir d’éischte Kéier|keier, fir d’eischte keier|pour la première fois|pour la premiere fois|zum ersten Mal|zum ersten mal|for the first time|for the first time|por primera vez|por primera vez|per la prima volta|per la prima volta|pela primeira vez|pela primeira vez|null|null
3798|Kéier, fir d’leschte Kéier|keier, fir d’leschte keier|pour la dernière fois|pour la derniere fois|zum letzten Mal|zum letzten mal|for the last time|for the last time|por última vez|por ultima vez|per l’ultima volta|per l’ultima volta|por fim, pela última vez|por fim, pela ultima vez|null|null
3799|Kéier, Kéieren|keier, keieren|virage, courbe, tournant|virage, courbe, tournant|Kurve|kurve|curve, corner of street, bend|curve, corner of street, bend|curva|curva|curva|curva|curva|curva|null|null
3800|kéifaarweg blond=roudelzeg Hoer|keifaarweg blond=roudelzeg hoer|roux|roux|rothaarig|rothaarig|red­haired|red­haired|pelirrojo|pelirrojo|biondo ramato|biondo ramato|ruivo|ruivo|null|null
3801|Keim=Kéng|keim=keng|germe|germe|Keim|keim|germ|germ|germen|germen|germe|germe|germe|germe|null|null
4294|lauschteren=nolauschteren=héieren, e lauschtert|lauschteren=nolauschteren=heieren, e lauschtert|écouter, entendre|ecouter, entendre|zuhören|zuhoren|to listen|to listen|escuchar|escuchar|ascoltare|ascoltare|escutar|escutar|lauschteren|null
3803|keimen=kéngen, e keimt|keimen=kengen, e keimt|germer|germer|keimen|keimen|to sprout|to sprout|germinar|germinar|germinare|germinare|germinar|germinar|null|null
3804|keimen=seufzen, e keimt|keimen=seufzen, e keimt|soupirer|soupirer|seufzen|seufzen|to sigh|to sigh|suspirar|suspirar|sospirare|sospirare|suspirar|suspirar|null|null
3805|Kéip=Quantitéiten|keip=quantiteiten|quantité, tas|quantite, tas|Menge, Quantität|menge, quantitat|amount|amount|cantidad|cantidad|quantità|quantita|quantidade|quantidade|null|null
3806|kéipweis=masseg=vëlleg=vill=jett|keipweis=masseg=velleg=vill=jett|des quantités|des quantites|Unmengen|unmengen|a lot|a lot|muchos|muchos|grande quantità|grande quantita|grande quantidade, muitos|grande quantidade, muitos|null|null
